time,f_inst_Hz
27.9300,1.547375
27.9400,1.547750
27.9500,1.548125
27.9600,1.548500
27.9700,1.548875
27.9800,1.549250
27.9900,1.549625
28.0000,1.550000
28.0100,1.550375
28.0200,1.550750
28.0300,1.551125
28.0400,1.551500
28.0500,1.551875
28.0600,1.552250
28.0700,1.552625
28.0800,1.553000
28.0900,1.553375
28.1000,1.553750
28.1100,1.554125
28.1200,1.554500
28.1300,1.554875
28.1400,1.555250
28.1500,1.555625
28.1600,1.556000
28.1700,1.556375
28.1800,1.556750
28.1900,1.557125
28.2000,1.557500
28.2100,1.557875
28.2200,1.558250
28.2300,1.558625
28.2400,1.559000
28.2500,1.559375
28.2600,1.559750
28.2700,1.560125
28.2800,1.560500
28.2900,1.560875
28.3000,1.561250
28.3100,1.561625
28.3200,1.562000
28.3300,1.562375
28.3400,1.562750
28.3500,1.563125
28.3600,1.563500
28.3700,1.563875
28.3800,1.564250
28.3900,1.564625
28.4000,1.565000
28.4100,1.565375
28.4200,1.565750
28.4300,1.566125
28.4400,1.566500
28.4500,1.566875
28.4600,1.567250
28.4700,1.567625
28.4800,1.568000
28.4900,1.568375
28.5000,1.568750
28.5100,1.569125
28.5200,1.569500
28.5300,1.569875
28.5400,1.570250
28.5500,1.570625
28.5600,1.571000
28.5700,1.571375
28.5800,1.571750
28.5900,1.572125
28.6000,1.572500
28.6100,1.572875
28.6200,1.573250
28.6300,1.573625
28.6400,1.574000
28.6500,1.574375
28.6600,1.574750
28.6700,1.575125
28.6800,1.575500
28.6900,1.575875
28.7000,1.576250
28.7100,1.576625
28.7200,1.577000
28.7300,1.577375
28.7400,1.577750
28.7500,1.578125
28.7600,1.578500
28.7700,1.578875
28.7800,1.579250
28.7900,1.579625
28.8000,1.580000
28.8100,1.580375
28.8200,1.580750
28.8300,1.581125
28.8400,1.581500
28.8500,1.581875
28.8600,1.582250
28.8700,1.582625
28.8800,1.583000
28.8900,1.583375
28.9000,1.583750
28.9100,1.584125
28.9200,1.584500
28.9300,1.584875
28.9400,1.585250
28.9500,1.585625
28.9600,1.586000
28.9700,1.586375
28.9800,1.586750
28.9900,1.587125
29.0000,1.587500
29.0100,1.587875
29.0200,1.588250
29.0300,1.588625
29.0400,1.589000
29.0500,1.589375
29.0600,1.589750
29.0700,1.590125
29.0800,1.590500
29.0900,1.590875
29.1000,1.591250
29.1100,1.591625
29.1200,1.592000
29.1300,1.592375
29.1400,1.592750
29.1500,1.593125
29.1600,1.593500
29.1700,1.593875
29.1800,1.594250
29.1900,1.594625
29.2000,1.595000
29.2100,1.595375
29.2200,1.595750
29.2300,1.596125
29.2400,1.596500
29.2500,1.596875
29.2600,1.597250
29.2700,1.597625
29.2800,1.598000
29.2900,1.598375
29.3000,1.598750
29.3100,1.599125
29.3200,1.599500
29.3300,1.599875
29.3400,1.600250
29.3500,1.600625
29.3600,1.601000
29.3700,1.601375
29.3800,1.601750
29.3900,1.602125
29.4000,1.602500
29.4100,1.602875
29.4200,1.603250
29.4300,1.603625
29.4400,1.604000
29.4500,1.604375
29.4600,1.604750
29.4700,1.605125
29.4800,1.605500
29.4900,1.605875
29.5000,1.606250
29.5100,1.606625
29.5200,1.607000
29.5300,1.607375
29.5400,1.607750
29.5500,1.608125
29.5600,1.608500
29.5700,1.608875
29.5800,1.609250
29.5900,1.609625
29.6000,1.610000
29.6100,1.610375
29.6200,1.610750
29.6300,1.611125
29.6400,1.611500
29.6500,1.611875
29.6600,1.612250
29.6700,1.612625
29.6800,1.613000
29.6900,1.613375
29.7000,1.613750
29.7100,1.614125
29.7200,1.614500
29.7300,1.614875
29.7400,1.615250
29.7500,1.615625
29.7600,1.616000
29.7700,1.616375
29.7800,1.616750
29.7900,1.617125
29.8000,1.617500
29.8100,1.617875
29.8200,1.618250
29.8300,1.618625
29.8400,1.619000
29.8500,1.619375
29.8600,1.619750
29.8700,1.620125
29.8800,1.620500
29.8900,1.620875
29.9000,1.621250
29.9100,1.621625
29.9200,1.622000
29.9300,1.622375
29.9400,1.622750
29.9500,1.623125
29.9600,1.623500
29.9700,1.623875
29.9800,1.624250
29.9900,1.624625
30.0000,1.625000
30.0100,1.625375
30.0200,1.625750
30.0300,1.626125
30.0400,1.626500
30.0500,1.626875
30.0600,1.627250
30.0700,1.627625
30.0800,1.628000
30.0900,1.628375
30.1000,1.628750
30.1100,1.629125
30.1200,1.629500
30.1300,1.629875
30.1400,1.630250
30.1500,1.630625
30.1600,1.631000
30.1700,1.631375
30.1800,1.631750
30.1900,1.632125
30.2000,1.632500
30.2100,1.632875
30.2200,1.633250
30.2300,1.633625
30.2400,1.634000
30.2500,1.634375
30.2600,1.634750
30.2700,1.635125
30.2800,1.635500
30.2900,1.635875
30.3000,1.636250
30.3100,1.636625
30.3200,1.637000
30.3300,1.637375
30.3400,1.637750
30.3500,1.638125
30.3600,1.638500
30.3700,1.638875
30.3800,1.639250
30.3900,1.639625
30.4000,1.640000
30.4100,1.640375
30.4200,1.640750
30.4300,1.641125
30.4400,1.641500
30.4500,1.641875
30.4600,1.642250
30.4700,1.642625
30.4800,1.643000
30.4900,1.643375
30.5000,1.643750
30.5100,1.644125
30.5200,1.644500
30.5300,1.644875
30.5400,1.645250
30.5500,1.645625
30.5600,1.646000
30.5700,1.646375
30.5800,1.646750
30.5900,1.647125
30.6000,1.647500
30.6100,1.647875
30.6200,1.648250
30.6300,1.648625
30.6400,1.649000
30.6500,1.649375
30.6600,1.649750
30.6700,1.650125
30.6800,1.650500
30.6900,1.650875
30.7000,1.651250
30.7100,1.651625
30.7200,1.652000
30.7300,1.652375
30.7400,1.652750
30.7500,1.653125
30.7600,1.653500
30.7700,1.653875
30.7800,1.654250
30.7900,1.654625
30.8000,1.655000
30.8100,1.655375
30.8200,1.655750
30.8300,1.656125
30.8400,1.656500
30.8500,1.656875
30.8600,1.657250
30.8700,1.657625
30.8800,1.658000
30.8900,1.658375
30.9000,1.658750
30.9100,1.659125
30.9200,1.659500
30.9300,1.659875
30.9400,1.660250
30.9500,1.660625
30.9600,1.661000
30.9700,1.661375
30.9800,1.661750
30.9900,1.662125
31.0000,1.662500
31.0100,1.662875
31.0200,1.663250
31.0300,1.663625
31.0400,1.664000
31.0500,1.664375
31.0600,1.664750
31.0700,1.665125
31.0800,1.665500
31.0900,1.665875
31.1000,1.666250
31.1100,1.666625
31.1200,1.667000
31.1300,1.667375
31.1400,1.667750
31.1500,1.668125
31.1600,1.668500
31.1700,1.668875
31.1800,1.669250
31.1900,1.669625
31.2000,1.670000
31.2100,1.670375
31.2200,1.670750
31.2300,1.671125
31.2400,1.671500
31.2500,1.671875
31.2600,1.672250
31.2700,1.672625
31.2800,1.673000
31.2900,1.673375
31.3000,1.673750
31.3100,1.674125
31.3200,1.674500
31.3300,1.674875
31.3400,1.675250
31.3500,1.675625
31.3600,1.676000
31.3700,1.676375
31.3800,1.676750
31.3900,1.677125
31.4000,1.677500
31.4100,1.677875
31.4200,1.678250
31.4300,1.678625
31.4400,1.679000
31.4500,1.679375
31.4600,1.679750
31.4700,1.680125
31.4800,1.680500
31.4900,1.680875
31.5000,1.681250
31.5100,1.681625
31.5200,1.682000
31.5300,1.682375
31.5400,1.682750
31.5500,1.683125
31.5600,1.683500
31.5700,1.683875
31.5800,1.684250
31.5900,1.684625
31.6000,1.685000
31.6100,1.685375
31.6200,1.685750
31.6300,1.686125
31.6400,1.686500
31.6500,1.686875
31.6600,1.687250
31.6700,1.687625
31.6800,1.688000
31.6900,1.688375
31.7000,1.688750
31.7100,1.689125
31.7200,1.689500
31.7300,1.689875
31.7400,1.690250
31.7500,1.690625
31.7600,1.691000
31.7700,1.691375
31.7800,1.691750
31.7900,1.692125
31.8000,1.692500
31.8100,1.692875
31.8200,1.693250
31.8300,1.693625
31.8400,1.694000
31.8500,1.694375
31.8600,1.694750
31.8700,1.695125
31.8800,1.695500
31.8900,1.695875
31.9000,1.696250
31.9100,1.696625
31.9200,1.697000
31.9300,1.697375
31.9400,1.697750
31.9500,1.698125
31.9600,1.698500
31.9700,1.698875
31.9800,1.699250
31.9900,1.699625
32.0000,1.700000
32.0100,1.700375
32.0200,1.700750
32.0300,1.701125
32.0400,1.701500
32.0500,1.701875
32.0600,1.702250
32.0700,1.702625
32.0800,1.703000
32.0900,1.703375
32.1000,1.703750
32.1100,1.704125
32.1200,1.704500
32.1300,1.704875
32.1400,1.705250
32.1500,1.705625
32.1600,1.706000
32.1700,1.706375
32.1800,1.706750
32.1900,1.707125
32.2000,1.707500
32.2100,1.707875
32.2200,1.708250
32.2300,1.708625
32.2400,1.709000
32.2500,1.709375
32.2600,1.709750
32.2700,1.710125
32.2800,1.710500
32.2900,1.710875
32.3000,1.711250
32.3100,1.711625
32.3200,1.712000
32.3300,1.712375
32.3400,1.712750
32.3500,1.713125
32.3600,1.713500
32.3700,1.713875
32.3800,1.714250
32.3900,1.714625
32.4000,1.715000
32.4100,1.715375
32.4200,1.715750
32.4300,1.716125
32.4400,1.716500
32.4500,1.716875
32.4600,1.717250
32.4700,1.717625
32.4800,1.718000
32.4900,1.718375
32.5000,1.718750
32.5100,1.719125
32.5200,1.719500
32.5300,1.719875
32.5400,1.720250
32.5500,1.720625
32.5600,1.721000
32.5700,1.721375
32.5800,1.721750
32.5900,1.722125
32.6000,1.722500
32.6100,1.722875
32.6200,1.723250
32.6300,1.723625
32.6400,1.724000
32.6500,1.724375
32.6600,1.724750
32.6700,1.725125
32.6800,1.725500
32.6900,1.725875
32.7000,1.726250
32.7100,1.726625
32.7200,1.727000
32.7300,1.727375
32.7400,1.727750
32.7500,1.728125
32.7600,1.728500
32.7700,1.728875
32.7800,1.729250
32.7900,1.729625
32.8000,1.730000
32.8100,1.730375
32.8200,1.730750
32.8300,1.731125
32.8400,1.731500
32.8500,1.731875
32.8600,1.732250
32.8700,1.732625
32.8800,1.733000
32.8900,1.733375
32.9000,1.733750
32.9100,1.734125
32.9200,1.734500
32.9300,1.734875
32.9400,1.735250
32.9500,1.735625
32.9600,1.736000
32.9700,1.736375
32.9800,1.736750
32.9900,1.737125
33.0000,1.737500
33.0100,1.737875
33.0200,1.738250
33.0300,1.738625
33.0400,1.739000
33.0500,1.739375
33.0600,1.739750
33.0700,1.740125
33.0800,1.740500
33.0900,1.740875
33.1000,1.741250
33.1100,1.741625
33.1200,1.742000
33.1300,1.742375
33.1400,1.742750
33.1500,1.743125
33.1600,1.743500
33.1700,1.743875
33.1800,1.744250
33.1900,1.744625
33.2000,1.745000
33.2100,1.745375
33.2200,1.745750
33.2300,1.746125
33.2400,1.746500
33.2500,1.746875
33.2600,1.747250
33.2700,1.747625
33.2800,1.748000
33.2900,1.748375
33.3000,1.748750
33.3100,1.749125
33.3200,1.749500
33.3300,1.749875
33.3400,1.750250
33.3500,1.750625
33.3600,1.751000
33.3700,1.751375
33.3800,1.751750
33.3900,1.752125
33.4000,1.752500
33.4100,1.752875
33.4200,1.753250
33.4300,1.753625
33.4400,1.754000
33.4500,1.754375
33.4600,1.754750
33.4700,1.755125
33.4800,1.755500
33.4900,1.755875
33.5000,1.756250
33.5100,1.756625
33.5200,1.757000
33.5300,1.757375
33.5400,1.757750
33.5500,1.758125
33.5600,1.758500
33.5700,1.758875
33.5800,1.759250
33.5900,1.759625
33.6000,1.760000
33.6100,1.760375
33.6200,1.760750
33.6300,1.761125
33.6400,1.761500
33.6500,1.761875
33.6600,1.762250
33.6700,1.762625
33.6800,1.763000
33.6900,1.763375
33.7000,1.763750
33.7100,1.764125
33.7200,1.764500
33.7300,1.764875
33.7400,1.765250
33.7500,1.765625
33.7600,1.766000
33.7700,1.766375
33.7800,1.766750
33.7900,1.767125
33.8000,1.767500
33.8100,1.767875
33.8200,1.768250
33.8300,1.768625
33.8400,1.769000
33.8500,1.769375
33.8600,1.769750
33.8700,1.770125
33.8800,1.770500
33.8900,1.770875
33.9000,1.771250
33.9100,1.771625
33.9200,1.772000
33.9300,1.772375
33.9400,1.772750
33.9500,1.773125
33.9600,1.773500
33.9700,1.773875
33.9800,1.774250
33.9900,1.774625
34.0000,1.775000
34.0100,1.775375
34.0200,1.775750
34.0300,1.776125
34.0400,1.776500
34.0500,1.776875
34.0600,1.777250
34.0700,1.777625
34.0800,1.778000
34.0900,1.778375
34.1000,1.778750
34.1100,1.779125
34.1200,1.779500
34.1300,1.779875
34.1400,1.780250
34.1500,1.780625
34.1600,1.781000
34.1700,1.781375
34.1800,1.781750
34.1900,1.782125
34.2000,1.782500
34.2100,1.782875
34.2200,1.783250
34.2300,1.783625
34.2400,1.784000
34.2500,1.784375
34.2600,1.784750
34.2700,1.785125
34.2800,1.785500
34.2900,1.785875
34.3000,1.786250
34.3100,1.786625
34.3200,1.787000
34.3300,1.787375
34.3400,1.787750
34.3500,1.788125
34.3600,1.788500
34.3700,1.788875
34.3800,1.789250
34.3900,1.789625
34.4000,1.790000
34.4100,1.790375
34.4200,1.790750
34.4300,1.791125
34.4400,1.791500
34.4500,1.791875
34.4600,1.792250
34.4700,1.792625
34.4800,1.793000
34.4900,1.793375
34.5000,1.793750
34.5100,1.794125
34.5200,1.794500
34.5300,1.794875
34.5400,1.795250
34.5500,1.795625
34.5600,1.796000
34.5700,1.796375
34.5800,1.796750
34.5900,1.797125
34.6000,1.797500
34.6100,1.797875
34.6200,1.798250
34.6300,1.798625
34.6400,1.799000
34.6500,1.799375
34.6600,1.799750
34.6700,1.800125
34.6800,1.800500
34.6900,1.800875
34.7000,1.801250
34.7100,1.801625
34.7200,1.802000
34.7300,1.802375
34.7400,1.802750
34.7500,1.803125
34.7600,1.803500
34.7700,1.803875
34.7800,1.804250
34.7900,1.804625
34.8000,1.805000
34.8100,1.805375
34.8200,1.805750
34.8300,1.806125
34.8400,1.806500
34.8500,1.806875
34.8600,1.807250
34.8700,1.807625
34.8800,1.808000
34.8900,1.808375
34.9000,1.808750
34.9100,1.809125
34.9200,1.809500
34.9300,1.809875
34.9400,1.810250
34.9500,1.810625
34.9600,1.811000
34.9700,1.811375
34.9800,1.811750
34.9900,1.812125
35.0000,1.812500
35.0100,1.812875
35.0200,1.813250
35.0300,1.813625
35.0400,1.814000
35.0500,1.814375
35.0600,1.814750
35.0700,1.815125
35.0800,1.815500
35.0900,1.815875
35.1000,1.816250
35.1100,1.816625
35.1200,1.817000
35.1300,1.817375
35.1400,1.817750
35.1500,1.818125
35.1600,1.818500
35.1700,1.818875
35.1800,1.819250
35.1900,1.819625
35.2000,1.820000
35.2100,1.820375
35.2200,1.820750
35.2300,1.821125
35.2400,1.821500
35.2500,1.821875
35.2600,1.822250
35.2700,1.822625
35.2800,1.823000
35.2900,1.823375
35.3000,1.823750
35.3100,1.824125
35.3200,1.824500
35.3300,1.824875
35.3400,1.825250
35.3500,1.825625
35.3600,1.826000
35.3700,1.826375
35.3800,1.826750
35.3900,1.827125
35.4000,1.827500
35.4100,1.827875
35.4200,1.828250
35.4300,1.828625
35.4400,1.829000
35.4500,1.829375
35.4600,1.829750
35.4700,1.830125
35.4800,1.830500
35.4900,1.830875
35.5000,1.831250
35.5100,1.831625
35.5200,1.832000
35.5300,1.832375
35.5400,1.832750
35.5500,1.833125
35.5600,1.833500
35.5700,1.833875
35.5800,1.834250
35.5900,1.834625
35.6000,1.835000
35.6100,1.835375
35.6200,1.835750
35.6300,1.836125
35.6400,1.836500
35.6500,1.836875
35.6600,1.837250
35.6700,1.837625
35.6800,1.838000
35.6900,1.838375
35.7000,1.838750
35.7100,1.839125
35.7200,1.839500
35.7300,1.839875
35.7400,1.840250
35.7500,1.840625
35.7600,1.841000
35.7700,1.841375
35.7800,1.841750
35.7900,1.842125
35.8000,1.842500
35.8100,1.842875
35.8200,1.843250
35.8300,1.843625
35.8400,1.844000
35.8500,1.844375
35.8600,1.844750
35.8700,1.845125
35.8800,1.845500
35.8900,1.845875
35.9000,1.846250
35.9100,1.846625
35.9200,1.847000
35.9300,1.847375
35.9400,1.847750
35.9500,1.848125
35.9600,1.848500
35.9700,1.848875
35.9800,1.849250
35.9900,1.849625
36.0000,1.850000
36.0100,1.850375
36.0200,1.850750
36.0300,1.851125
36.0400,1.851500
36.0500,1.851875
36.0600,1.852250
36.0700,1.852625
36.0800,1.853000
36.0900,1.853375
36.1000,1.853750
36.1100,1.854125
36.1200,1.854500
36.1300,1.854875
36.1400,1.855250
36.1500,1.855625
36.1600,1.856000
36.1700,1.856375
36.1800,1.856750
36.1900,1.857125
36.2000,1.857500
36.2100,1.857875
36.2200,1.858250
36.2300,1.858625
36.2400,1.859000
36.2500,1.859375
36.2600,1.859750
36.2700,1.860125
36.2800,1.860500
36.2900,1.860875
36.3000,1.861250
36.3100,1.861625
36.3200,1.862000
36.3300,1.862375
36.3400,1.862750
36.3500,1.863125
36.3600,1.863500
36.3700,1.863875
36.3800,1.864250
36.3900,1.864625
36.4000,1.865000
36.4100,1.865375
36.4200,1.865750
36.4300,1.866125
36.4400,1.866500
36.4500,1.866875
36.4600,1.867250
36.4700,1.867625
36.4800,1.868000
36.4900,1.868375
36.5000,1.868750
36.5100,1.869125
36.5200,1.869500
36.5300,1.869875
36.5400,1.870250
36.5500,1.870625
36.5600,1.871000
36.5700,1.871375
36.5800,1.871750
36.5900,1.872125
36.6000,1.872500
36.6100,1.872875
36.6200,1.873250
36.6300,1.873625
36.6400,1.874000
36.6500,1.874375
36.6600,1.874750
36.6700,1.875125
36.6800,1.875500
36.6900,1.875875
36.7000,1.876250
36.7100,1.876625
36.7200,1.877000
36.7300,1.877375
36.7400,1.877750
36.7500,1.878125
36.7600,1.878500
36.7700,1.878875
36.7800,1.879250
36.7900,1.879625
36.8000,1.880000
36.8100,1.880375
36.8200,1.880750
36.8300,1.881125
36.8400,1.881500
36.8500,1.881875
36.8600,1.882250
36.8700,1.882625
36.8800,1.883000
36.8900,1.883375
36.9000,1.883750
36.9100,1.884125
36.9200,1.884500
36.9300,1.884875
36.9400,1.885250
36.9500,1.885625
36.9600,1.886000
36.9700,1.886375
36.9800,1.886750
36.9900,1.887125
37.0000,1.887500
37.0100,1.887875
37.0200,1.888250
37.0300,1.888625
37.0400,1.889000
37.0500,1.889375
37.0600,1.889750
37.0700,1.890125
37.0800,1.890500
37.0900,1.890875
37.1000,1.891250
37.1100,1.891625
37.1200,1.892000
37.1300,1.892375
37.1400,1.892750
37.1500,1.893125
37.1600,1.893500
37.1700,1.893875
37.1800,1.894250
37.1900,1.894625
37.2000,1.895000
37.2100,1.895375
37.2200,1.895750
37.2300,1.896125
37.2400,1.896500
37.2500,1.896875
37.2600,1.897250
37.2700,1.897625
37.2800,1.898000
37.2900,1.898375
37.3000,1.898750
37.3100,1.899125
37.3200,1.899500
37.3300,1.899875
37.3400,1.900250
37.3500,1.900625
37.3600,1.901000
37.3700,1.901375
37.3800,1.901750
37.3900,1.902125
37.4000,1.902500
37.4100,1.902875
37.4200,1.903250
37.4300,1.903625
37.4400,1.904000
37.4500,1.904375
37.4600,1.904750
37.4700,1.905125
37.4800,1.905500
37.4900,1.905875
37.5000,1.906250
37.5100,1.906625
37.5200,1.907000
37.5300,1.907375
37.5400,1.907750
37.5500,1.908125
37.5600,1.908500
37.5700,1.908875
37.5800,1.909250
37.5900,1.909625
37.6000,1.910000
37.6100,1.910375
37.6200,1.910750
37.6300,1.911125
37.6400,1.911500
37.6500,1.911875
37.6600,1.912250
37.6700,1.912625
37.6800,1.913000
37.6900,1.913375
37.7000,1.913750
37.7100,1.914125
37.7200,1.914500
37.7300,1.914875
37.7400,1.915250
37.7500,1.915625
37.7600,1.916000
37.7700,1.916375
37.7800,1.916750
37.7900,1.917125
37.8000,1.917500
37.8100,1.917875
37.8200,1.918250
37.8300,1.918625
37.8400,1.919000
37.8500,1.919375
37.8600,1.919750
37.8700,1.920125
37.8800,1.920500
37.8900,1.920875
37.9000,1.921250
37.9100,1.921625
37.9200,1.922000
37.9300,1.922375
37.9400,1.922750
37.9500,1.923125
37.9600,1.923500
37.9700,1.923875
37.9800,1.924250
37.9900,1.924625
38.0000,1.925000
38.0100,1.925375
38.0200,1.925750
38.0300,1.926125
38.0400,1.926500
38.0500,1.926875
38.0600,1.927250
38.0700,1.927625
38.0800,1.928000
38.0900,1.928375
38.1000,1.928750
38.1100,1.929125
38.1200,1.929500
38.1300,1.929875
38.1400,1.930250
38.1500,1.930625
38.1600,1.931000
38.1700,1.931375
38.1800,1.931750
38.1900,1.932125
38.2000,1.932500
38.2100,1.932875
38.2200,1.933250
38.2300,1.933625
38.2400,1.934000
38.2500,1.934375
38.2600,1.934750
38.2700,1.935125
38.2800,1.935500
38.2900,1.935875
38.3000,1.936250
38.3100,1.936625
38.3200,1.937000
38.3300,1.937375
38.3400,1.937750
38.3500,1.938125
38.3600,1.938500
38.3700,1.938875
38.3800,1.939250
38.3900,1.939625
38.4000,1.940000
38.4100,1.940375
38.4200,1.940750
38.4300,1.941125
38.4400,1.941500
38.4500,1.941875
38.4600,1.942250
38.4700,1.942625
38.4800,1.943000
38.4900,1.943375
38.5000,1.943750
38.5100,1.944125
38.5200,1.944500
38.5300,1.944875
38.5400,1.945250
38.5500,1.945625
38.5600,1.946000
38.5700,1.946375
38.5800,1.946750
38.5900,1.947125
38.6000,1.947500
38.6100,1.947875
38.6200,1.948250
38.6300,1.948625
38.6400,1.949000
38.6500,1.949375
38.6600,1.949750
38.6700,1.950125
38.6800,1.950500
38.6900,1.950875
38.7000,1.951250
38.7100,1.951625
38.7200,1.952000
38.7300,1.952375
38.7400,1.952750
38.7500,1.953125
38.7600,1.953500
38.7700,1.953875
38.7800,1.954250
38.7900,1.954625
38.8000,1.955000
38.8100,1.955375
38.8200,1.955750
38.8300,1.956125
38.8400,1.956500
38.8500,1.956875
38.8600,1.957250
38.8700,1.957625
38.8800,1.958000
38.8900,1.958375
38.9000,1.958750
38.9100,1.959125
38.9200,1.959500
38.9300,1.959875
38.9400,1.960250
38.9500,1.960625
38.9600,1.961000
38.9700,1.961375
38.9800,1.961750
38.9900,1.962125
39.0000,1.962500
39.0100,1.962875
39.0200,1.963250
39.0300,1.963625
39.0400,1.964000
39.0500,1.964375
39.0600,1.964750
39.0700,1.965125
39.0800,1.965500
39.0900,1.965875
39.1000,1.966250
39.1100,1.966625
39.1200,1.967000
39.1300,1.967375
39.1400,1.967750
39.1500,1.968125
39.1600,1.968500
39.1700,1.968875
39.1800,1.969250
39.1900,1.969625
39.2000,1.970000
39.2100,1.970375
39.2200,1.970750
39.2300,1.971125
39.2400,1.971500
39.2500,1.971875
39.2600,1.972250
39.2700,1.972625
39.2800,1.973000
39.2900,1.973375
39.3000,1.973750
39.3100,1.974125
39.3200,1.974500
39.3300,1.974875
39.3400,1.975250
39.3500,1.975625
39.3600,1.976000
39.3700,1.976375
39.3800,1.976750
39.3900,1.977125
39.4000,1.977500
39.4100,1.977875
39.4200,1.978250
39.4300,1.978625
39.4400,1.979000
39.4500,1.979375
39.4600,1.979750
39.4700,1.980125
39.4800,1.980500
39.4900,1.980875
39.5000,1.981250
39.5100,1.981625
39.5200,1.982000
39.5300,1.982375
39.5400,1.982750
39.5500,1.983125
39.5600,1.983500
39.5700,1.983875
39.5800,1.984250
39.5900,1.984625
39.6000,1.985000
39.6100,1.985375
39.6200,1.985750
39.6300,1.986125
39.6400,1.986500
39.6500,1.986875
39.6600,1.987250
39.6700,1.987625
39.6800,1.988000
39.6900,1.988375
39.7000,1.988750
39.7100,1.989125
39.7200,1.989500
39.7300,1.989875
39.7400,1.990250
39.7500,1.990625
39.7600,1.991000
39.7700,1.991375
39.7800,1.991750
39.7900,1.992125
39.8000,1.992500
39.8100,1.992875
39.8200,1.993250
39.8300,1.993625
39.8400,1.994000
39.8500,1.994375
39.8600,1.994750
39.8700,1.995125
39.8800,1.995500
39.8900,1.995875
39.9000,1.996250
39.9100,1.996625
39.9200,1.997000
39.9300,1.997375
39.9400,1.997750
39.9500,1.998125
39.9600,1.998500
39.9700,1.998875
39.9800,1.999250
39.9900,1.999625
40.0000,2.000000
40.0100,2.000375
40.0200,2.000750
40.0300,2.001125
40.0400,2.001500
40.0500,2.001875
40.0600,2.002250
40.0700,2.002625
40.0800,2.003000
40.0900,2.003375
40.1000,2.003750
40.1100,2.004125
40.1200,2.004500
40.1300,2.004875
40.1400,2.005250
40.1500,2.005625
40.1600,2.006000
40.1700,2.006375
40.1800,2.006750
40.1900,2.007125
40.2000,2.007500
40.2100,2.007875
40.2200,2.008250
40.2300,2.008625
40.2400,2.009000
40.2500,2.009375
40.2600,2.009750
40.2700,2.010125
40.2800,2.010500
40.2900,2.010875
40.3000,2.011250
40.3100,2.011625
40.3200,2.012000
40.3300,2.012375
40.3400,2.012750
40.3500,2.013125
40.3600,2.013500
40.3700,2.013875
40.3800,2.014250
40.3900,2.014625
40.4000,2.015000
40.4100,2.015375
40.4200,2.015750
40.4300,2.016125
40.4400,2.016500
40.4500,2.016875
40.4600,2.017250
40.4700,2.017625
40.4800,2.018000
40.4900,2.018375
40.5000,2.018750
40.5100,2.019125
40.5200,2.019500
40.5300,2.019875
40.5400,2.020250
40.5500,2.020625
40.5600,2.021000
40.5700,2.021375
40.5800,2.021750
40.5900,2.022125
40.6000,2.022500
40.6100,2.022875
40.6200,2.023250
40.6300,2.023625
40.6400,2.024000
40.6500,2.024375
40.6600,2.024750
40.6700,2.025125
40.6800,2.025500
40.6900,2.025875
40.7000,2.026250
40.7100,2.026625
40.7200,2.027000
40.7300,2.027375
40.7400,2.027750
40.7500,2.028125
40.7600,2.028500
40.7700,2.028875
40.7800,2.029250
40.7900,2.029625
40.8000,2.030000
40.8100,2.030375
40.8200,2.030750
40.8300,2.031125
40.8400,2.031500
40.8500,2.031875
40.8600,2.032250
40.8700,2.032625
40.8800,2.033000
40.8900,2.033375
40.9000,2.033750
40.9100,2.034125
40.9200,2.034500
40.9300,2.034875
40.9400,2.035250
40.9500,2.035625
40.9600,2.036000
40.9700,2.036375
40.9800,2.036750
40.9900,2.037125
41.0000,2.037500
41.0100,2.037875
41.0200,2.038250
41.0300,2.038625
41.0400,2.039000
41.0500,2.039375
41.0600,2.039750
41.0700,2.040125
41.0800,2.040500
41.0900,2.040875
41.1000,2.041250
41.1100,2.041625
41.1200,2.042000
41.1300,2.042375
41.1400,2.042750
41.1500,2.043125
41.1600,2.043500
41.1700,2.043875
41.1800,2.044250
41.1900,2.044625
41.2000,2.045000
41.2100,2.045375
41.2200,2.045750
41.2300,2.046125
41.2400,2.046500
41.2500,2.046875
41.2600,2.047250
41.2700,2.047625
41.2800,2.048000
41.2900,2.048375
41.3000,2.048750
41.3100,2.049125
41.3200,2.049500
41.3300,2.049875
41.3400,2.050250
41.3500,2.050625
41.3600,2.051000
41.3700,2.051375
41.3800,2.051750
41.3900,2.052125
41.4000,2.052500
41.4100,2.052875
41.4200,2.053250
41.4300,2.053625
41.4400,2.054000
41.4500,2.054375
41.4600,2.054750
41.4700,2.055125
41.4800,2.055500
41.4900,2.055875
41.5000,2.056250
41.5100,2.056625
41.5200,2.057000
41.5300,2.057375
41.5400,2.057750
41.5500,2.058125
41.5600,2.058500
41.5700,2.058875
41.5800,2.059250
41.5900,2.059625
41.6000,2.060000
41.6100,2.060375
41.6200,2.060750
41.6300,2.061125
41.6400,2.061500
41.6500,2.061875
41.6600,2.062250
41.6700,2.062625
41.6800,2.063000
41.6900,2.063375
41.7000,2.063750
41.7100,2.064125
41.7200,2.064500
41.7300,2.064875
41.7400,2.065250
41.7500,2.065625
41.7600,2.066000
41.7700,2.066375
41.7800,2.066750
41.7900,2.067125
41.8000,2.067500
41.8100,2.067875
41.8200,2.068250
41.8300,2.068625
41.8400,2.069000
41.8500,2.069375
41.8600,2.069750
41.8700,2.070125
41.8800,2.070500
41.8900,2.070875
41.9000,2.071250
